SYMBOL,basal.pregnant,basal.lactation,FDR,AveExpr,P value,MCL1.LA,MCL1.LB,MCL1.LC,MCL1.LD,MCL1.LE,MCL1.LF,MCL1.DG,MCL1.DH,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LA CPM,MCL1.LB CPM,MCL1.LC CPM,MCL1.LD CPM,MCL1.LE CPM,MCL1.LF CPM,MCL1.DG CPM,MCL1.DH CPM,MCL1.DI CPM,MCL1.DJ CPM,MCL1.DK CPM,MCL1.DL CPM
Ppp1r12a,0,1.36744103102782,0.00154653760770879,6.95665893784434,0.0000100716419501989,1179,1395,892,814,488,606,5893,4757,7638,8710,17369,18452,57.816,64.262,40.105,37.020,19.738,24.577,253.706,218.433,316.919,384.287,806.760,921.891
Tspan18,0,-1.00531986009705,0.00154852124493234,2.21301342446122,0.0000101415350674402,19,14,10,11,4,9,990,932,1687,1497,633,718,0.932,0.645,0.450,0.500,0.162,0.365,42.622,42.796,69.998,66.048,29.402,35.872
Olfr71,0,-2.32999531195442,0.0015568930420369,-5.05614177561365,0.0000103137820002235,0,0,0,0,0,0,0,0,2,3,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.132,0.000,0.000
Cpvl,0,-2.32999531195442,0.0015568930420369,-4.79198135882679,0.0000103707086439558,0,0,0,0,0,0,1,1,2,3,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.046,0.083,0.132,0.000,0.000
Pcyt2,0,1.08367022833918,0.00157379462836345,5.16297645739036,0.0000107122692770869,854,931,1022,841,1227,1333,702,581,540,400,844,839,41.879,42.887,45.950,38.248,49.628,54.061,30.223,26.678,22.406,17.648,39.202,41.918
Urb2,0,-1.15698271851022,0.00157379462836345,5.15356540215872,0.0000107123884707766,1098,1067,918,842,302,288,1402,1395,1517,1116,530,466,53.844,49.152,41.274,38.293,12.215,11.680,60.359,64.056,62.944,49.238,24.618,23.282
Rp2,0,1.14078308374497,0.00157379462836345,4.40982096504164,0.0000106302161281975,439,504,282,304,304,256,637,570,532,497,1066,873,21.528,23.217,12.679,13.826,12.296,10.382,27.424,26.173,22.074,21.928,49.514,43.616
Znfx1,0,1.07458046464101,0.00158514659795877,4.54701898453128,0.0000109063031685599,778,872,391,359,490,604,644,534,363,317,617,601,38.152,40.169,17.580,16.327,19.819,24.496,27.726,24.520,15.062,13.986,28.659,30.027
Tppp3,0,2.66777929560312,0.00159293603692075,4.90768575417418,0.0000110185060135068,691,661,77,102,74,70,2801,1758,1070,1639,7490,6801,33.886,30.449,3.462,4.639,2.993,2.839,120.589,80.724,44.397,72.313,347.897,339.789
Chil1,0,-2.32767914362718,0.00160449212259191,5.57597994293905,0.000011157474931744,3095,2871,140,122,94,76,8912,11580,4786,5395,1007,734,151.774,132.254,6.295,5.548,3.802,3.082,383.681,531.732,198.583,238.028,46.773,36.672
Itprid1,0,2.60854118791521,0.00163900427038149,5.00423754805967,0.0000115180770316371,5207,4407,67,104,33,47,5014,3642,544,709,2900,3559,255.344,203.011,3.012,4.730,1.335,1.906,215.864,167.234,22.572,31.281,134.700,177.813
9130409I23Rik,0,-1.35230542651292,0.00169460097731296,-4.95526119345202,0.0000162985126131713,0,0,0,0,0,0,1,1,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.046,0.041,0.044,0.000,0.000
Ppil6,0,2.44494753644394,0.00169460097731296,0.553422936754457,0.0000122189491030773,67,60,22,26,13,17,55,41,13,17,76,65,3.286,2.764,0.989,1.182,0.526,0.689,2.368,1.883,0.539,0.750,3.530,3.248
Col6a2,0,2.45227810790065,0.00169460097731296,4.33650264429893,0.0000148605633814787,70,122,72,55,55,97,2812,1787,1171,1611,6760,6022,3.433,5.620,3.237,2.501,2.225,3.934,121.063,82.056,48.588,71.078,313.990,300.869
Col6a1,0,2.61650338757668,0.00169460097731296,4.76437800956893,0.0000147366514364394,138,159,82,52,79,88,5200,2826,1517,2032,9558,8749,6.767,7.324,3.687,2.365,3.195,3.569,223.871,129.765,62.944,89.652,443.952,437.114
Fstl3,0,-1.66442767944294,0.00169460097731296,3.56786712685546,0.0000144760277199423,271,215,116,159,17,24,1066,1149,1361,1262,382,323,13.289,9.904,5.215,7.231,0.688,0.973,45.894,52.760,56.471,55.680,17.743,16.138
Tex18,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Lif,0,-3.72547800963028,0.00169460097731296,6.68155687339541,0.0000122057432681508,14174,15206,8699,12624,1041,712,1189,1263,4101,3426,299,193,695.073,700.474,391.114,574.125,42.105,28.876,51.189,57.995,170.161,151.156,13.888,9.643
Hba-x,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
AU040972,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Mir10a,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Cavin1,0,1.15987903618066,0.00169460097731296,6.51584640401651,0.000014874382989821,1081,1405,391,396,81,76,10309,7985,10406,10691,21496,18706,53.011,64.722,17.580,18.010,3.276,3.082,443.825,366.656,431.771,471.689,998.452,934.581
6030468B19Rik,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Vsx2,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Aoah,0,-1.35230542651292,0.00169460097731296,-4.95526119345202,0.0000162985126131713,0,0,0,0,0,0,1,1,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.046,0.041,0.044,0.000,0.000
Nedd9,0,-1.1127491253423,0.00169460097731296,7.47719535002813,0.0000143831727003827,5315,5428,4278,4830,740,787,9513,7641,8112,7902,3204,3098,260.640,250.044,192.342,219.663,29.931,31.918,409.555,350.860,336.587,348.638,148.820,154.781
LOC675947,0,-1.35230542651292,0.00169460097731296,-4.95526119345202,0.0000162985126131713,0,0,0,0,0,0,1,1,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.046,0.041,0.044,0.000,0.000
Apol11a,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Rtp1,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Muc4,0,-6.73672420804026,0.00169460097731296,3.25817323208551,0.0000145444007140899,1936,2900,5587,5457,605,598,42,44,219,159,1,1,94.939,133.590,251.196,248.178,24.470,24.252,1.808,2.020,9.087,7.015,0.046,0.050
Mx2,0,1.49506603133335,0.00169460097731296,2.13092447646476,0.0000151225215337719,78,67,20,12,27,39,229,223,243,173,546,448,3.825,3.086,0.899,0.546,1.092,1.582,9.859,10.240,10.083,7.633,25.361,22.383
BC051537,0,-1.35230542651293,0.00169460097731296,-4.75152912322927,0.0000164534969618022,3,3,0,0,0,0,0,0,1,1,0,0,0.147,0.138,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Wdr43,0,-1.92340508151084,0.00169460097731296,6.45055724499532,0.0000133672430513407,3130,2879,2622,2391,673,854,2830,3214,4353,3338,1015,720,153.491,132.623,117.887,108.740,27.221,34.635,121.838,147.581,180.617,147.273,47.145,35.972
Stard4,0,1.60799926429151,0.00169460097731296,3.70816966929533,0.0000124003438119235,173,170,223,127,574,516,227,176,289,262,735,695,8.484,7.831,10.026,5.776,23.216,20.927,9.773,8.082,11.991,11.559,34.139,34.723
Prune2,0,1.36945931783713,0.00169460097731296,1.57982063416367,0.0000125118031380564,51,32,3,6,11,6,254,246,335,286,666,699,2.501,1.474,0.135,0.273,0.445,0.243,10.935,11.296,13.900,12.618,30.935,34.923
Mbl2,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Rrp12,0,-1.6880087522573,0.00169460097731296,6.24343809088133,0.0000137977783780441,2342,2495,2581,2162,1942,1807,1636,1675,2794,1809,647,546,114.848,114.934,116.044,98.325,78.548,73.285,70.433,76.913,115.930,79.813,30.052,27.279
Plekhs1,0,-1.11602696716698,0.00169460097731296,4.42670921127593,0.0000154468875899446,718,761,249,261,19,10,1235,985,3244,3263,1206,1353,35.210,35.056,11.195,11.870,0.768,0.406,53.169,45.229,134.602,143.964,56.017,67.598
Map1a,0,1.59418028363363,0.00169460097731296,0.990550209886687,0.0000134432766413401,7,8,3,5,4,5,261,204,238,314,729,669,0.343,0.369,0.135,0.227,0.162,0.203,11.237,9.367,9.875,13.854,33.861,33.424
4930419G24Rik,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Thbs3,0,3.49026983080389,0.00169460097731296,2.5526886590711,0.0000165850053337226,198,182,36,44,28,24,588,321,63,96,737,744,9.710,8.384,1.619,2.001,1.133,0.973,25.315,14.740,2.614,4.236,34.232,37.171
Lce1g,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Synpo2,0,1.83509209554238,0.00169460097731296,4.33610753465348,0.0000135399257913908,30,48,42,27,29,34,2389,1780,4899,6620,18059,16515,1.471,2.211,1.888,1.228,1.173,1.379,102.852,81.734,203.272,292.076,838.809,825.115
Lef1,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Zfp189,0,1.13641160165958,0.00169460097731296,1.53751964606512,0.0000132988446868334,95,105,67,59,16,11,132,113,69,53,115,113,4.659,4.837,3.012,2.683,0.647,0.446,5.683,5.189,2.863,2.338,5.342,5.646
NA,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Mmab,0,1.18634701703403,0.00169460097731296,3.02419956609962,0.0000135729203874654,154,131,139,101,213,219,167,151,200,159,341,353,7.552,6.035,6.250,4.593,8.615,8.882,7.190,6.934,8.298,7.015,15.839,17.636
Denr,0,-1.09122716747526,0.00169460097731296,5.2703127221066,0.0000147835001718416,1630,1680,1357,1086,629,644,761,831,1083,939,439,369,79.933,77.390,61.012,49.390,25.441,26.118,32.763,38.158,44.936,41.429,20.391,18.436
Sh2b2,0,-1.43587049383866,0.00169460097731296,2.71866205903133,0.0000155369591375678,199,210,114,72,28,20,702,617,363,299,105,102,9.759,9.674,5.126,3.274,1.133,0.811,30.223,28.331,15.062,13.192,4.877,5.096
Chst12,0,2.20902528656062,0.00169460097731296,1.97968283810967,0.0000148173363514259,61,62,45,30,24,14,271,179,106,117,403,477,2.991,2.856,2.023,1.364,0.971,0.568,11.667,8.219,4.398,5.162,18.719,23.832
Dysf,0,1.00833215571508,0.00169460097731296,3.43586635969337,0.0000154745029093581,128,187,20,20,23,21,761,732,1421,1550,2615,2464,6.277,8.614,0.899,0.910,0.930,0.852,32.763,33.612,58.961,68.386,121.462,123.105
Psg23,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Psg21,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Fbl,0,-1.57657127076655,0.00169460097731296,4.98014796530332,0.0000123156649448263,1105,1007,821,597,240,276,1333,1155,1502,1221,437,341,54.188,46.388,36.913,27.151,9.707,11.193,57.389,53.035,62.322,53.871,20.298,17.037
A230057D06Rik,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Tex36,0,-3.77566314265271,0.00169460097731296,-3.62130757376041,0.0000157608792603125,0,0,0,0,0,0,25,22,15,12,1,0,0.000,0.000,0.000,0.000,0.000,0.000,1.076,1.010,0.622,0.529,0.046,0.000
Gm6921,0,-1.35230542651293,0.00169460097731296,-4.95526119345202,0.0000162163717113209,1,1,0,0,0,0,0,0,1,1,0,0,0.049,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
1700063D05Rik,0,-1.35230542651292,0.00169460097731296,-5.21942161023888,0.0000160590018103555,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.044,0.000,0.000
Mcam,0,1.14940731579953,0.00169460097731296,6.04466319706278,0.0000128461381194191,1283,1311,605,587,140,147,6145,4784,2924,3112,6204,5221,62.916,60.392,27.201,26.696,5.663,5.962,264.555,219.672,121.324,137.302,288.165,260.849
Smad6,0,-1.38577155165831,0.00169460097731296,2.17928530812001,0.0000136586913253313,165,118,23,18,7,7,700,658,493,452,151,156,8.091,5.436,1.034,0.819,0.283,0.284,30.137,30.214,20.456,19.942,7.014,7.794
Hs6st2,0,-1.73860190014554,0.00169460097731296,0.539058703419095,0.0000131815828824934,1,6,1,1,0,1,841,912,1186,1096,289,292,0.049,0.276,0.045,0.045,0.000,0.041,36.207,41.877,49.210,48.356,13.424,14.589
Mybbp1a,0,-1.16129410187758,0.00175530060557947,7.45463851845509,0.0000175533868812386,5705,5190,3665,2935,1518,1658,8217,6639,7601,6030,2734,2430,279.765,239.081,164.781,133.480,61.398,67.242,353.760,304.850,315.384,266.045,126.990,121.407
Dleu2,0,1.11173018023038,0.00175530060557947,0.900224055052162,0.000017566029120032,42,45,50,43,32,28,38,34,36,34,60,70,2.060,2.073,2.248,1.956,1.294,1.136,1.636,1.561,1.494,1.500,2.787,3.497
Plcb1,0,1.13022537634565,0.00175530060557947,5.17509852433796,0.0000175031205372492,534,636,176,209,380,368,905,793,1935,2174,4054,3594,26.187,29.298,7.913,9.505,15.370,14.925,38.962,36.413,80.288,95.917,188.301,179.562
Rrp9,0,-1.1090494678976,0.00175530060557947,4.87924364100564,0.000017427579981502,836,779,622,529,256,242,1409,1395,1299,978,476,416,40.996,35.885,27.966,24.058,10.354,9.815,60.660,64.056,53.899,43.150,22.109,20.784
Triobp,0,1.02531587507384,0.00179845394481817,5.33670260719695,0.0000183292888890185,810,984,550,393,246,243,949,811,1844,1912,3395,3113,39.721,45.329,24.728,17.873,9.950,9.855,40.856,37.240,76.512,84.358,157.692,155.530
Cd3eap,0,-1.33530445948432,0.00180486340770586,4.38012450690847,0.0000184610187034927,669,635,926,902,244,257,582,556,706,501,200,202,32.807,29.252,41.634,41.022,9.869,10.423,25.056,25.530,29.294,22.104,9.290,10.092
Krt15,0,2.0050395899286,0.00181627635920959,6.16744298596827,0.0000187114088295628,303,428,121,133,65,110,14510,14327,7980,11269,35136,29786,14.859,19.716,5.440,6.049,2.629,4.461,624.687,657.869,331.110,497.190,1632.006,1488.155
Aknad1,0,3.70419369112338,0.00181627635920959,-2.67732029388377,0.0000186719511387538,0,0,0,0,0,0,17,12,5,16,108,99,0.000,0.000,0.000,0.000,0.000,0.000,0.732,0.551,0.207,0.706,5.016,4.946
Naa25,0,-1.25977533478694,0.0018779068967202,5.42000128656766,0.0000196227071882166,1466,1249,1229,1036,517,548,1246,1119,1674,1348,591,482,71.891,57.536,55.257,47.116,20.911,22.225,53.643,51.382,69.458,59.474,27.451,24.081
Ruvbl1,0,-1.09314061925936,0.0018779068967202,3.6194471675135,0.0000195126371935249,366,344,218,171,123,136,512,452,564,445,217,184,17.948,15.847,9.801,7.777,4.975,5.516,22.043,20.755,23.402,19.633,10.079,9.193
Dgka,0,1.36565479866881,0.00187932686555793,5.72114975748126,0.0000197066910734027,1507,1901,1388,1572,709,669,1074,1079,786,844,1740,1830,73.901,87.571,62.406,71.493,28.677,27.132,46.238,49.546,32.613,37.237,80.820,91.430
Gstm7,0,1.48798638288375,0.00191615429882064,1.35247363797273,0.000020374870023149,20,22,29,22,218,169,32,35,65,61,157,145,0.981,1.013,1.304,1.001,8.817,6.854,1.378,1.607,2.697,2.691,7.292,7.244
Tmem254a,0,1.03393919918564,0.00192085551021727,4.65080994694085,0.0000208211792762242,650,741,673,688,377,388,408,311,517,541,895,947,31.875,34.135,30.259,31.289,15.248,15.736,17.565,14.281,21.452,23.869,41.571,47.314
Fbln2,0,-2.24392289457307,0.00192085551021727,4.8008164330425,0.0000207268980187061,426,668,90,84,81,69,8462,9969,3877,2607,524,625,20.890,30.772,4.046,3.820,3.276,2.798,364.307,457.758,160.866,115.021,24.339,31.226
Dhx33,0,-1.05042501570562,0.00193276574772008,5.63568934442689,0.0000213763431110414,1653,1553,1592,1378,452,469,1875,1700,1799,1307,637,625,81.061,71.540,71.578,62.670,18.282,19.021,80.723,78.061,74.645,57.665,29.588,31.226
Snhg20,0,-1.29067668802066,0.00193276574772008,1.96742220735665,0.0000213864719625825,183,205,88,86,39,43,94,87,167,119,48,50,8.974,9.443,3.957,3.911,1.577,1.744,4.047,3.995,6.929,5.250,2.230,2.498
Abcg5,0,-2.77935832308805,0.00193276574772008,-2.08869970951425,0.0000214135189062913,1,1,0,0,0,0,73,82,66,88,8,10,0.049,0.046,0.000,0.000,0.000,0.000,3.143,3.765,2.739,3.883,0.372,0.500
Kcnma1,0,1.05356292050916,0.0019651770742104,1.72277546920708,0.0000222519443511382,21,10,6,2,1,3,427,380,1316,1245,2319,2205,1.030,0.461,0.270,0.091,0.040,0.122,18.383,17.449,54.604,54.930,107.714,110.165
Lonrf1,0,-1.2646461984995,0.0019651770742104,4.22501979408166,0.0000222350246590085,644,688,478,421,258,260,416,476,698,627,273,200,31.581,31.693,21.491,19.147,10.435,10.545,17.910,21.857,28.962,27.663,12.680,9.992
Ptgs2os,0,2.18639451016451,0.00196560924382331,-5.15800781072502,0.0000231913323653577,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.050
DQ267100,0,2.18639451016451,0.00196560924382331,-5.15800781072502,0.0000231913323653577,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.050
Cdca7l,0,-1.40203006421503,0.00196560924382331,4.22555015910058,0.0000226179163177941,864,806,442,332,161,138,948,756,668,614,194,219,42.369,37.129,19.873,15.099,6.512,5.597,40.813,34.714,27.717,27.090,9.011,10.942
Hmgcs1,0,1.47268999135223,0.00196560924382331,6.62969355305044,0.0000224528203095735,1775,1492,1081,814,1967,1729,3222,2428,2855,2220,6380,5554,87.043,68.730,48.603,37.020,79.559,70.121,138.714,111.489,118.461,97.947,296.340,277.487
Gm19816,0,2.18639451016451,0.00196560924382331,-5.15800781072502,0.0000231913323653577,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.050
Cela3a,0,2.18639451016451,0.00196560924382331,-5.15800781072502,0.0000231913323653577,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.050
Nol9,0,-1.44393302332136,0.00196560924382331,5.25254866457971,0.0000229001854257682,1187,1163,1192,1078,347,461,1208,1264,1577,1180,467,390,58.209,53.574,53.593,49.026,14.035,18.696,52.007,58.041,65.434,52.062,21.691,19.485
1700069L16Rik,0,2.18639451016451,0.00196560924382331,-5.15800781072502,0.0000231913323653577,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.050
Gp6,0,2.18639451016451,0.00196560924382331,-5.15800781072502,0.0000231913323653577,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.050
Gfral,0,2.18639451016451,0.00196560924382331,-5.15800781072502,0.0000231913323653577,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.050
AI987944,0,1.42192632912869,0.00199368932389492,1.87228243729193,0.0000237848537260035,108,113,30,24,62,57,122,93,75,90,176,199,5.296,5.205,1.349,1.091,2.508,2.312,5.252,4.270,3.112,3.971,8.175,9.942
Aen,0,-1.16744159288736,0.00199434660309241,5.24519717418955,0.0000239212992607575,1012,1025,909,823,896,872,793,802,1401,1129,561,404,49.627,47.217,40.869,37.429,36.240,35.365,34.140,36.826,58.131,49.812,26.057,20.184
Dhcr24,0,1.52638716508435,0.00200148265798447,5.44214756824542,0.0000240805338371876,1713,1935,701,513,1700,1572,841,649,630,412,1281,1231,84.003,89.137,31.518,23.331,68.760,63.754,36.207,29.801,26.140,18.178,59.500,61.503
Ocln,0,-3.41174830632827,0.0020050293308822,3.3407266340922,0.0000241969763615057,2454,2729,2053,2073,596,553,100,70,99,65,6,6,120.341,125.713,92.304,94.278,24.106,22.427,4.305,3.214,4.108,2.868,0.279,0.300
Armcx1,0,1.00777692755335,0.0020311221862366,4.13622894059248,0.0000245865999216984,296,300,308,325,222,295,475,456,447,428,747,750,14.515,13.820,13.848,14.781,8.979,11.964,20.450,20.939,18.547,18.883,34.697,37.471
Lcn2,0,-1.78646644447121,0.00206038466663407,10.698602340443,0.0000250924362432715,53148,58926,46083,47259,47358,47328,19276,26425,62380,61501,17705,13184,2606.302,2714.464,2071.928,2149.285,1915.480,1919.432,829.873,1213.387,2588.300,2713.435,822.366,658.693
Adamtsl4,0,1.98223733163225,0.00206038466663407,4.2135947782011,0.000025055258612756,505,527,168,239,141,163,666,445,385,460,1328,1499,24.764,24.277,7.553,10.869,5.703,6.611,28.673,20.434,15.975,20.295,61.683,74.892
Nhp2,0,-1.55167598622263,0.00208237431257725,5.26510459101099,0.0000268679525966399,1771,1524,2008,1630,858,870,905,838,918,677,246,213,86.847,70.204,90.281,74.131,34.703,35.284,38.962,38.479,38.090,29.869,11.426,10.642
Zfp429,0,1.31744885513943,0.00208237431257725,1.80651715395981,0.0000262701099649231,208,209,101,81,91,83,64,51,39,28,73,69,10.200,9.628,4.541,3.684,3.681,3.366,2.755,2.342,1.618,1.235,3.391,3.447
Flnb,0,1.0369234920932,0.00208237431257725,7.62147749976705,0.0000268821984612977,4841,5302,5145,5556,3124,3726,5785,5221,2843,2898,5277,4758,237.396,244.240,231.323,252.681,126.356,151.111,249.057,239.739,117.963,127.860,245.107,237.717
Eaf1,0,-1.19957502129565,0.00208237431257725,6.40743005535411,0.0000267224358366961,2522,2825,2726,2483,1153,1228,1857,2254,3000,2491,1101,932,123.675,130.135,122.563,112.924,46.635,49.803,79.948,103.499,124.477,109.903,51.140,46.564
Plaat3,0,-1.21584122533513,0.00208237431257725,4.94420593982374,0.0000270819470365612,1460,1453,1162,1143,1228,1245,625,614,448,505,172,175,71.596,66.933,52.244,51.982,49.669,50.492,26.908,28.194,18.589,22.281,7.989,8.743
Rcl1,0,-1.8745163344521,0.00208237431257725,4.49818769359257,0.0000257524536167829,806,781,812,676,355,382,736,685,859,540,165,152,39.525,35.977,36.508,30.744,14.359,15.492,31.686,31.454,35.642,23.825,7.664,7.594
