EntrezGeneID,Length,SYMBOL,GENENAME,MCL1-DG,MCL1-DH,MCL1-DI,MCL1-DJ,MCL1-DK,MCL1-DL,MCL1-LA,MCL1-LB,MCL1-LC,MCL1-LD,MCL1-LE,MCL1-LF
98682,5591,Mfsd6,major facilitator superfamily domain containing 6,1148,1062,868,853,1565,1528,2392,2573,3865,3167,1963,1970
16329,1776,Inpp1,inositol polyphosphate-1-phosphatase,324,278,222,222,242,299,230,224,213,175,113,80
227095,1704,Hibch,3-hydroxyisobutyryl-Coenzyme A hydrolase,351,337,552,550,577,505,399,361,483,497,458,454
67080,834,1700019D03Rik,RIKEN cDNA 1700019D03 gene,51,119,361,321,298,269,8,5,5,6,81,62
17700,2682,Mstn,myostatin,0,0,0,0,2,0,0,0,0,0,0,0
69397,627,1700019A02Rik,RIKEN cDNA 1700019A02 gene,0,0,2,1,0,0,0,0,0,0,0,0
227099,3032,Pms1,"PMS1 homolog 1, mismatch repair system component",106,118,96,67,65,68,154,140,64,34,59,53
227102,1846,Ormdl1,ORM1-like 1 (S. cerevisiae),120,89,53,52,67,72,413,371,266,231,246,228
72085,2283,Osgepl1,O-sialoglycoprotein endopeptidase-like 1,117,144,139,139,148,171,100,111,89,70,60,62
70396,2362,Asnsd1,asparagine synthetase domain containing 1,232,217,187,170,123,146,580,618,735,769,403,481
627872,12272,Dnah7a,"dynein, axonemal, heavy chain 7A",32,42,15,25,48,49,4,4,2,0,0,0
98267,3278,Stk17b,serine/threonine kinase 17b (apoptosis-inducing),858,721,1198,832,516,468,317,369,292,223,348,359
329152,11336,Hecw2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",90,77,194,158,253,234,19,12,5,4,50,40
78016,3807,Ccdc150,coiled-coil domain containing 150,5,1,2,6,3,1,4,5,2,2,0,0
98488,3005,Gtf3c3,"general transcription factor IIIC, polypeptide 3",277,208,196,183,228,292,259,272,138,134,135,147
241062,10579,Pgap1,post-GPI attachment to proteins 1,232,242,238,240,229,231,307,315,90,93,69,77
329154,6140,Ankrd44,ankyrin repeat domain 44,1281,1385,484,549,637,582,256,270,29,48,13,18
81898,6192,Sf3b1,"splicing factor 3b, subunit 1",18573,17467,16440,13835,10459,10757,15047,15956,12618,12309,6437,6220
67876,1733,Coq10b,coenzyme Q10B,5825,5636,5220,4648,3907,3331,4957,5033,4556,4029,2122,1818
15510,2332,Hspd1,heat shock protein 1 (chaperonin),5398,5221,5127,3496,2045,1768,6178,5944,5409,3715,2874,3158
15528,768,Hspe1,heat shock protein 1 (chaperonin 10),1138,1051,975,712,393,336,1130,1189,1018,716,470,448
19070,2826,Mob4,"MOB family member 4, phocein",1208,1084,1239,1152,1377,1209,1344,1452,898,776,491,455
74013,3677,Rftn2,raftlin family member 2,245,268,79,110,83,187,404,298,22,14,109,105
212679,2882,Mars2,methionine-tRNA synthetase 2 (mitochondrial),235,230,299,216,125,111,264,300,251,175,158,141
75388,1258,Boll,"boule homolog, RNA binding protein",0,0,0,0,0,0,0,2,0,0,1,1
227120,6555,Plcl1,phospholipase C-like 1,562,1045,1126,962,916,1013,75,67,96,258,878,837
626009,1369,Gm6644,Akr1b3 pseudogene,235,146,152,107,90,80,102,96,76,63,61,56
329159,1906,9130227L01Rik,RIKEN cDNA 9130227L01 gene,0,0,0,0,0,0,0,0,0,0,0,0
71066,1408,Hsfy2,"heat shock transcription factor, Y-linked 2",0,0,0,0,0,0,0,0,0,0,0,0
212712,5286,Satb2,special AT-rich sequence binding protein 2,22,21,8,8,2,9,16,16,15,11,14,11
329160,3728,9130024F11Rik,RIKEN cDNA 9130024F11 gene,4,5,3,2,0,1,5,6,4,8,2,1
407809,3304,BC055402,cDNA sequence BC055402,0,0,0,0,0,0,0,0,0,0,2,3
75323,2052,4930558J18Rik,RIKEN cDNA 4930558J18 gene,8,6,8,9,4,4,10,8,5,2,6,5
73467,3008,1700066M21Rik,RIKEN cDNA 1700066M21 gene,65,47,94,70,55,62,48,64,90,37,63,71
68736,1442,Tyw5,tRNA-yW synthesizing protein 5,190,174,222,197,202,188,222,207,106,80,47,65
68115,1325,Maip1,matrix AAA peptidase interacting protein 1,261,283,300,259,169,171,477,481,411,343,177,180
67198,4045,Spats2l,"spermatogenesis associated, serine-rich 2-like",1238,968,958,1151,1741,1469,364,290,19,43,12,17
51960,2733,Kctd18,potassium channel tetramerisation domain containing 18,167,159,185,177,180,202,163,176,58,76,16,49
68549,5416,Sgo2a,shugoshin 2A,115,102,87,55,23,14,86,91,70,37,111,89
11761,4382,Aox1,aldehyde oxidase 1,537,693,281,435,298,319,213,190,7,33,19,20
71724,4360,Aox3,aldehyde oxidase 3,3,2,2,5,3,3,5,20,19,41,118,143
71872,4973,Aox4,aldehyde oxidase 4,2,0,4,2,2,0,2,8,15,23,1,2
213043,4776,Aox2,aldehyde oxidase 2,0,0,4,3,0,0,8,20,20,16,12,5
66882,2833,Bzw1,basic leucine zipper and W2 domains 1,7308,7641,7408,5959,4673,3815,6744,7383,5580,4842,2089,2021
12747,3088,Clk1,CDC-like kinase 1,8421,6773,4161,3781,4822,6623,5909,6132,3033,2588,1941,2384
70225,1630,Ppil3,peptidylprolyl isomerase (cyclophilin)-like 3,241,196,241,214,235,210,238,294,241,197,96,86
65102,2105,Nif3l1,Ngg1 interacting factor 3-like 1 (S. pombe),259,207,174,123,151,150,321,280,260,207,132,155
18393,3371,Orc2,"origin recognition complex, subunit 2",691,523,421,329,393,365,563,553,447,359,320,314
100504455,2126,Gm15834,predicted gene 15834,4,2,3,4,0,2,3,2,1,3,1,1
213056,8695,Fam126b,"family with sequence similarity 126, member B",194,166,188,155,181,186,330,374,318,345,332,303
66495,532,Ndufb3,NADH:ubiquinone oxidoreductase subunit B3,477,457,660,630,454,476,733,700,579,571,489,479
100504501,936,Gm20257,caspase 8 pseudogene,40,45,60,60,62,43,56,57,51,38,32,31
108812,1579,Flacc1,flagellum associated containing coiled-coil domains 1,3,1,2,4,0,2,0,4,1,0,0,2
12633,7814,Cflar,CASP8 and FADD-like apoptosis regulator,1726,1999,2552,2479,2614,2111,1047,1315,1444,1581,644,524
12370,2777,Casp8,caspase 8,527,528,315,333,266,290,775,805,553,479,398,359
70827,6240,Trak2,"trafficking protein, kinesin binding 2",3938,3769,3757,3198,3270,2831,1587,2015,2198,2204,939,931
227154,2318,Stradb,STE20-related kinase adaptor beta,138,112,131,114,197,192,93,89,162,160,98,131
73463,2131,C2cd6,C2 calcium dependent domain containing 6,1,0,0,0,1,0,2,1,0,0,0,0
381259,1972,Tmem237,transmembrane protein 237,502,429,392,365,291,290,226,236,100,75,28,27
227157,3087,Mpp4,"membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)",14,22,10,19,11,14,2,2,5,9,0,1
74018,7038,Als2,alsin Rho guanine nucleotide exchange factor,1259,1491,1660,1519,1583,1132,554,738,588,553,393,404
271697,1477,Cdk15,cyclin-dependent kinase 15,19,29,60,107,56,32,0,1,0,3,0,0
14369,4809,Fzd7,frizzled class receptor 7,9624,5400,7854,8459,5579,6912,792,815,345,290,115,110
381260,3595,Gm973,predicted gene 973,0,6,5,3,7,7,9,24,12,19,0,4
22218,1215,Sumo1,small ubiquitin-like modifier 1,1809,1780,1724,1466,1438,1238,1873,2025,2046,1623,1012,890
55989,1976,Nop58,NOP58 ribonucleoprotein,14863,17215,18013,15650,12093,9593,5854,5874,3822,3320,2774,2552
100217459,53,Snord70,"small nucleolar RNA, C/D box 70",12,4,4,4,7,6,5,3,0,0,2,8
100217421,63,Snord11,"small nucleolar RNA, C/D box 11",7,3,3,1,1,3,0,1,0,1,3,0
12168,3507,Bmpr2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",1518,1790,1975,1872,1222,1058,791,818,458,420,172,222
100504533,314,NA,NA,125,122,146,134,121,90,52,60,26,46,14,15
72750,5532,Fam117b,"family with sequence similarity 117, member B",1838,1602,1743,1225,861,749,820,890,1039,854,590,437
70375,3650,Ica1l,islet cell autoantigen 1-like,39,26,20,14,16,16,6,5,1,0,7,7
57750,3376,Wdr12,WD repeat domain 12,286,259,300,195,122,110,266,263,274,175,95,122
241066,2604,Carf,calcium response factor,63,87,87,76,109,106,69,68,33,39,27,53
100504573,431,Gm15464,predicted gene 15464,762,932,761,664,452,416,1039,1190,849,707,382,323
269198,12108,Nbeal1,neurobeachin like 1,1182,1152,1139,1157,1790,1452,758,692,418,465,317,289
77951,1501,Cyp20a1,"cytochrome P450, family 20, subfamily a, polypeptide 1",328,283,242,231,276,242,489,464,414,318,333,337
329165,5974,Abi2,abl interactor 2,1091,839,1155,843,933,829,498,477,223,173,42,45
77300,9117,Raph1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,1160,1203,1519,1259,1085,1018,1083,1304,1089,983,817,700
100043027,207,NA,NA,342,268,358,318,241,187,467,433,606,586,790,745
100042533,791,Gm11578,predicted gene 11578,7,8,6,6,9,13,5,16,14,11,6,7
12487,4317,Cd28,CD28 antigen,1,0,2,2,2,1,1,3,0,3,9,13
100504618,845,Gm11579,predicted gene 11579,0,0,0,0,0,0,0,0,0,0,0,0
12477,1931,Ctla4,cytotoxic T-lymphocyte-associated protein 4,4,0,3,1,0,1,0,0,0,0,0,0
54167,3254,Icos,inducible T cell co-stimulator,1,1,2,0,1,0,0,2,1,0,0,0
77341,892,9530026F06Rik,RIKEN cDNA 9530026F06 gene,0,0,0,0,0,0,0,0,0,0,0,0
72823,8392,Pard3b,par-3 family cell polarity regulator beta,477,444,354,323,184,204,441,379,644,525,93,69
18187,8122,Nrp2,neuropilin 2,869,1176,1167,1510,791,633,182,245,399,284,46,41
74992,895,4930487H11Rik,RIKEN cDNA 4930487H11 gene,4,3,7,4,1,3,1,0,1,2,0,1
227195,13529,Ino80d,INO80 complex subunit D,1899,1800,1992,1726,1596,1319,1804,2039,1360,1294,611,522
100380944,1802,Ino80dos,"INO80 complex subunit D, opposite strand",30,39,35,31,31,28,41,35,21,8,3,10
100504668,1301,Gm20342,"predicted gene, 20342",11,15,11,7,10,12,10,11,4,7,7,0
227197,2927,Ndufs1,NADH:ubiquinone oxidoreductase core subunit S1,1391,1231,1790,1561,1324,1202,1380,1480,1386,1179,1540,1549
55949,1933,Eef1b2,eukaryotic translation elongation factor 1 beta 2,12512,13977,10741,8897,5143,4677,19932,21272,20303,18038,6171,6073
100217464,113,Snora41,"small nucleolar RNA, H/ACA box 41",51,33,47,56,20,30,38,36,19,15,8,11
241070,1606,Gpr1,G protein-coupled receptor 1,23,10,5,5,3,2,6,4,0,0,1,0
73884,12621,Zdbf2,"zinc finger, DBF-type containing 2",280,311,127,69,28,32,153,75,15,13,2,2
23792,6879,Adam23,a disintegrin and metallopeptidase domain 23,24,26,12,16,12,9,1,2,0,1,1,0
241073,2427,Dytn,dystrotelin,0,0,0,0,0,0,0,1,1,3,3,1
76668,1711,Mdh1b,"malate dehydrogenase 1B, NAD (soluble)",0,3,0,0,0,0,2,0,2,3,0,1
75619,3205,Fastkd2,FAST kinase domains 2,486,329,340,250,293,270,592,584,457,367,278,313
74426,1756,4933402D24Rik,RIKEN cDNA 4933402D24 gene,4,1,1,1,2,0,1,4,0,1,0,3
433315,1432,Gm13749,predicted gene 13749,2,0,0,1,1,1,0,2,0,0,0,0
93691,1344,Klf7,Kruppel-like factor 7 (ubiquitous),340,354,387,430,458,482,383,411,385,364,65,75
12912,8421,Creb1,cAMP responsive element binding protein 1,959,813,781,731,840,824,1140,1089,783,668,332,363
67099,2666,Mettl21a,methyltransferase like 21A,170,170,200,159,232,221,161,124,63,78,56,74
69941,713,2810408I11Rik,RIKEN cDNA 2810408I11 gene,51,49,22,23,19,16,30,30,56,24,67,65
227210,2927,Ccnyl1,cyclin Y-like 1,1373,1310,797,705,721,558,335,423,223,160,97,78
14367,6914,Fzd5,frizzled class receptor 5,3220,2317,1546,1040,1239,1380,1025,1241,2365,1776,638,584
241075,8562,Plekhm3,"pleckstrin homology domain containing, family M, member 3",763,680,362,435,583,646,305,277,107,104,87,63
70861,1353,Akr1cl,"aldo-keto reductase family 1, member C-like",0,0,0,0,0,0,0,0,0,0,0,0
667276,1020,Gm8550,translation machinery associated 16 pseudogene,21,31,21,18,5,5,27,19,15,19,13,8
12968,642,Cryge,"crystallin, gamma E",0,0,0,0,0,0,0,0,0,0,0,0
12967,635,Crygd,"crystallin, gamma D",0,0,0,0,0,0,0,0,0,0,0,0
12966,612,Crygc,"crystallin, gamma C",0,0,0,0,0,0,0,0,0,0,0,0
12965,605,Crygb,"crystallin, gamma B",0,0,0,0,0,0,0,0,0,0,0,0
12964,615,Cryga,"crystallin, gamma A",0,0,0,0,0,0,0,0,0,0,0,0
98303,2180,D630023F18Rik,RIKEN cDNA D630023F18 gene,2,4,8,11,5,6,0,1,0,0,0,0
15926,2438,Idh1,"isocitrate dehydrogenase 1 (NADP+), soluble",617,579,727,927,1311,1420,530,495,336,431,192,220
18711,11255,Pikfyve,"phosphoinositide kinase, FYVE type zinc finger containing",670,534,468,453,642,626,557,550,362,334,576,660
213527,2414,Pth2r,parathyroid hormone 2 receptor,1,0,1,1,0,0,1,0,1,0,3,0
12969,622,Crygf,"crystallin, gamma F",0,0,0,0,0,0,0,0,0,0,0,0
17756,5520,Map2,microtubule-associated protein 2,2950,3524,3346,3852,2701,2198,2913,2443,787,975,174,194
100038569,1663,Gm10558,predicted gene 10558,0,0,2,1,0,0,0,1,0,1,0,1
329178,13533,Unc80,"unc-80, NALCN activator",21,50,28,33,2,8,34,64,12,25,7,3
66646,2630,Rpe,ribulose-5-phosphate-3-epimerase,563,518,658,549,617,565,719,801,893,717,809,958
68691,4760,Kansl1l,KAT8 regulatory NSL complex subunit 1-like,2428,2609,2495,1925,1762,1312,735,778,231,225,136,135
11363,1892,Acadl,"acyl-Coenzyme A dehydrogenase, long-chain",2056,2311,2061,2341,1073,823,2018,2415,2506,3029,390,323
100862127,515,NA,NA,8,10,10,5,1,7,9,14,6,7,2,2
17901,1111,Myl1,"myosin, light polypeptide 1",0,3,1,0,0,0,5,2,0,0,0,0
14768,4461,Lancl1,LanC (bacterial lantibiotic synthetase component C)-like 1,997,1010,1070,1078,1034,993,831,834,449,379,256,225
227231,4704,Cps1,carbamoyl-phosphate synthetase 1,0,0,0,0,1,0,1,1,1,0,1,0
13869,4257,Erbb4,erb-b2 receptor tyrosine kinase 4,5,9,6,8,2,3,144,170,207,151,94,51
100502712,2069,Gm19335,"predicted gene, 19335",0,0,0,0,0,0,0,0,0,0,0,0
22779,9424,Ikzf2,IKAROS family zinc finger 2,489,493,421,384,296,318,330,354,177,205,404,459
66722,2270,Spag16,sperm associated antigen 16,0,0,0,0,1,1,0,0,0,0,0,0
320460,4655,Vwc2l,von Willebrand factor C domain-containing protein 2-like,0,0,0,0,0,0,0,0,0,0,0,0
12021,5448,Bard1,BRCA1 associated RING domain 1,138,145,74,68,21,23,127,97,62,30,82,55
74591,8323,Abca12,"ATP-binding cassette, sub-family A (ABC1), member 12",89,104,30,39,21,17,2,0,0,0,0,0
108147,2611,Atic,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,1471,1034,1224,960,750,754,1655,1435,906,623,459,544
14268,8312,Fn1,fibronectin 1,1566,1532,644,609,681,407,260,334,112,50,58,83
100042814,1193,Apol7d,apolipoprotein L 7d,0,0,0,0,0,0,0,0,0,0,0,0
667931,1019,Gm8883,predicted gene 8883,0,0,0,0,0,0,0,0,0,0,0,0
71134,1093,4933417E11Rik,RIKEN cDNA 4933417E11 gene,0,0,0,0,0,0,1,0,0,0,0,0
433319,483,Gm5528,predicted gene 5528,3,3,3,4,4,1,2,5,2,1,0,3
381269,2493,Mreg,melanoregulin,578,660,427,299,250,232,51,49,50,26,14,12
111175,1186,Pecr,peroxisomal trans-2-enoyl-CoA reductase,303,218,279,267,122,159,196,152,237,207,225,200
271711,2815,Tmem169,transmembrane protein 169,7,9,13,11,16,24,0,0,0,0,0,0
22596,2556,Xrcc5,X-ray repair complementing defective repair in Chinese hamster cells 5,1201,1178,1235,1172,976,932,558,521,418,434,416,380
381270,4187,Marchf4,membrane associated ring-CH-type finger 4,26,29,17,13,23,32,0,0,1,2,0,0
54380,6715,Smarcal1,"SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1",700,576,677,607,632,679,471,415,268,267,204,218
319695,4573,Ankar,ankyrin and armadillo repeat containing,0,0,1,0,1,1,0,1,0,0,0,0
19981,588,Rpl37a,ribosomal protein L37a,221,224,249,181,127,131,296,289,203,190,87,96
16008,1330,Igfbp2,insulin-like growth factor binding protein 2,6145,3737,28282,28554,26047,24688,17,21,51,57,23,25
16011,5854,Igfbp5,insulin-like growth factor binding protein 5,87765,97798,106228,55364,39195,41658,55835,53177,21269,26327,8875,9295
21958,427,Tnp1,transition protein 1,0,0,0,0,0,0,0,0,0,0,0,0
69449,571,1700027A15Rik,RIKEN cDNA 1700027A15 gene,0,0,1,1,0,1,0,0,0,0,0,0
723792,1560,Pinc,pregnancy induced noncoding RNA,64,83,101,87,93,79,107,121,114,157,221,219
78718,551,D530049I02Rik,RIKEN cDNA D530049I02 gene,5,5,12,14,5,6,5,7,8,13,16,19
109198,1801,6030407O03Rik,RIKEN cDNA 6030407O03 gene,2,4,4,2,1,0,0,0,1,0,0,0
21961,9966,Tns1,tensin 1,6490,5599,23002,27489,35649,32593,235,455,237,210,812,785
435626,2336,Rufy4,RUN and FYVE domain containing 4,93,94,184,134,64,60,19,28,13,11,13,6
100862357,817,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
12765,3043,Cxcr2,chemokine (C-X-C motif) receptor 2,1,1,5,1,0,0,0,2,1,3,0,0
227288,1125,Cxcr1,chemokine (C-X-C motif) receptor 1,0,0,0,0,0,0,0,0,0,0,0,0
100316687,67,Mir1928,microRNA 1928,0,0,0,0,0,0,0,0,0,0,0,0
76709,1597,Arpc2,"actin related protein 2/3 complex, subunit 2",4717,4480,5435,5041,4903,4083,4520,5026,3942,4016,1652,1525
227289,990,Gpbar1,G protein-coupled bile acid receptor 1,0,1,1,1,1,1,0,2,0,0,0,1
227290,1820,Aamp,angio-associated migratory protein,4434,4114,4602,3676,2925,2851,3805,4299,4336,3757,2252,2076
56695,3501,Pnkd,paroxysmal nonkinesiogenic dyskinesia,523,533,793,702,841,809,360,389,372,323,178,180
69660,2309,Tmbim1,transmembrane BAX inhibitor motif containing 1,3097,3179,3949,3734,3427,3095,4084,4610,5080,5236,2685,2790
241112,2101,Catip,ciliogenesis associated TTC17 interacting protein,20,7,18,12,22,20,1,0,0,1,1,1
18173,2304,Slc11a1,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",28,34,22,32,11,8,14,7,4,2,1,0
227292,2776,Ctdsp1,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1",1330,1054,1193,1110,1198,1238,1125,1080,902,815,536,496
387219,85,Mir26b,microRNA 26b,1,3,0,1,0,0,0,1,1,0,1,0
22349,3117,Vil1,villin 1,17,29,26,27,16,12,2,6,3,5,2,3
319651,7196,Usp37,ubiquitin specific peptidase 37,1858,2023,1907,1800,1461,912,1371,1364,857,562,370,348
58184,3266,Cnot9,"CCR4-NOT transcription complex, subunit 9",797,697,560,441,426,479,911,967,659,409,395,457
18802,3121,Plcd4,"phospholipase C, delta 4",96,97,88,48,78,67,15,22,6,13,10,7
77264,7472,Zfp142,zinc finger protein 142,1705,1448,1219,1038,1147,1069,723,808,575,449,185,183
66821,1829,Bcs1l,BCS1-like (yeast),250,223,265,243,187,198,335,343,338,274,164,177
57751,1475,Rnf25,ring finger protein 25,600,686,681,558,515,566,662,665,417,367,252,205
269209,5235,Stk36,serine/threonine kinase 36,206,149,85,82,81,102,151,176,47,44,17,19
67534,4253,Ttll4,"tubulin tyrosine ligase-like family, member 4",972,739,748,492,370,315,1023,975,878,726,366,402
104086,1890,Cyp27a1,"cytochrome P450, family 27, subfamily a, polypeptide 1",129,157,171,156,202,195,15,12,8,0,0,4
241113,2832,Prkag3,"protein kinase, AMP-activated, gamma 3 non-catalytic subunit",3,9,20,19,20,24,0,0,0,0,0,0
22420,2068,Wnt6,"wingless-type MMTV integration site family, member 6",761,651,1673,1799,2222,2350,11,4,3,1,2,2
22409,1962,Wnt10a,"wingless-type MMTV integration site family, member 10A",2204,2086,1039,1163,1180,952,4,11,4,3,9,0
12570,2704,Cdk5r2,"cyclin-dependent kinase 5, regulatory subunit 2 (p39)",4,6,0,3,1,0,0,0,0,0,0,0
260298,1479,Fev,"FEV transcription factor, ETS family member",0,0,0,0,0,0,0,0,0,0,0,0
12958,702,Cryba2,"crystallin, beta A2",0,0,0,0,0,0,1,0,0,0,0,0
723900,64,Mir375,microRNA 375,0,0,0,0,0,0,0,0,0,0,0,0
241116,5718,Cfap65,cilia and flagella associated protein 65,0,0,0,0,0,1,1,1,0,0,1,0
16147,2444,Ihh,Indian hedgehog,6,16,4,1,2,2,0,6,1,2,0,0
75570,860,Nhej1,non-homologous end joining factor 1,66,61,59,52,76,79,55,72,72,61,26,37
22626,2059,Slc23a3,"solute carrier family 23 (nucleobase transporters), member 3",124,102,61,54,50,50,30,57,20,35,13,11
69171,2738,Cnppd1,cyclin Pas1/PHO80 domain containing 1,800,625,570,497,481,558,954,1124,1364,1550,632,592
227298,2557,Retreg2,reticulophagy regulator family member 2,947,765,592,475,554,613,1600,1696,1298,1256,861,815
68818,1299,Zfand2b,"zinc finger, AN1 type domain 2B",305,178,280,220,328,292,407,481,437,390,292,288
74104,2934,Abcb6,"ATP-binding cassette, sub-family B (MDR/TAP), member 6",385,303,397,355,248,252,313,348,515,469,463,462
245860,3764,Atg9a,autophagy related 9A,1019,832,1074,931,1010,1080,874,1079,1278,1172,1279,1320
52231,2764,Ankzf1,ankyrin repeat and zinc finger domain containing 1,233,182,159,118,180,218,372,389,302,217,175,200
74577,3451,Glb1l,"galactosidase, beta 1-like",256,257,200,238,275,278,224,191,85,64,40,19
20872,2885,Stk16,serine/threonine kinase 16,797,599,750,674,593,608,960,976,610,546,402,432
22145,2053,Tuba4a,"tubulin, alpha 4A",9211,6876,5306,4726,3718,3316,6493,5775,3203,2544,3699,4144
381272,767,A630095N17Rik,RIKEN cDNA A630095N17 gene,3,4,0,1,2,1,5,6,0,1,3,1
56812,3203,Dnajb2,DnaJ heat shock protein family (Hsp40) member B2,1001,1043,1291,1048,1316,1173,1356,1697,1309,1196,708,614
19275,3535,Ptprn,"protein tyrosine phosphatase, receptor type, N",21,31,34,41,39,37,31,29,14,23,5,3
19711,710,Resp18,regulated endocrine-specific protein 18,0,1,2,0,0,0,0,0,1,0,0,1
13437,1946,Dnpep,aspartyl aminopeptidase,909,680,642,522,556,561,1284,1419,1179,1070,738,695
13346,2150,Des,desmin,400,281,106,183,106,100,38,26,7,6,10,10
100503248,676,Gm15179,predicted gene 15179,1,0,0,1,0,0,1,0,0,0,0,0
11790,11933,Speg,SPEG complex locus,1453,1272,3032,3282,4325,4425,175,214,34,43,39,46
69080,1528,Gmppa,GDP-mannose pyrophosphorylase A,745,689,1084,1156,1145,1125,774,949,982,996,820,773
100862164,449,NA,NA,0,0,0,0,1,1,0,0,0,0,0,0
241118,2650,Asic4,acid-sensing (proton-gated) ion channel family member 4,38,52,38,42,44,60,4,5,1,0,0,0
74241,3235,Chpf,chondroitin polymerizing factor,2341,2371,2446,2032,1484,1340,1148,1148,1438,1153,747,750
319998,2185,Tmem198,transmembrane protein 198,318,277,241,249,217,189,73,80,57,41,71,81
98733,5770,Obsl1,obscurin-like 1,1268,1313,1521,1162,888,956,327,435,107,54,18,18
16322,1463,Inha,inhibin alpha,72,81,167,171,134,158,87,114,27,11,17,11
71728,4458,Stk11ip,serine/threonine kinase 11 interacting protein,534,383,289,307,297,374,694,838,490,617,267,265
20536,4441,Slc4a3,"solute carrier family 4 (anion exchanger), member 3",1127,967,1516,1642,1413,1645,472,526,150,228,88,100
100862333,771,NA,NA,0,0,0,0,4,0,0,0,0,0,0,0
620079,2188,Gm17751,"predicted gene, 17751",0,0,0,0,0,0,0,0,0,0,0,0
13838,6328,Epha4,Eph receptor A4,2683,2777,2688,1770,1366,1389,346,338,188,160,27,34
18505,3868,Pax3,paired box 3,2,0,0,0,0,0,0,0,0,0,1,0
100039210,1208,Gm2102,predicted gene 2102,0,0,0,0,0,0,0,0,0,0,0,0
433323,3998,Sgpp2,sphingosine-1-phosphate phosphatase 2,10,10,9,9,7,8,7,5,3,6,2,5
23874,2132,Farsb,"phenylalanyl-tRNA synthetase, beta subunit",1085,780,944,784,678,591,1017,1005,837,609,792,779
68393,1206,Mogat1,monoacylglycerol O-acyltransferase 1,1,2,3,4,8,11,3,2,0,3,3,17
74205,3950,Acsl3,acyl-CoA synthetase long-chain family member 3,3296,3153,2278,1930,1154,1030,3860,3254,2762,2568,684,677
195434,3981,Utp14b,UTP14B small subunit processome component,1001,858,907,724,492,485,570,521,481,472,141,167
57814,2463,Kcne4,"potassium voltage-gated channel, Isk-related subfamily, gene 4",236,369,214,359,87,95,20,61,12,12,2,5
20254,2485,Scg2,secretogranin II,0,0,0,0,0,0,0,0,0,0,0,0
100862182,832,NA,NA,0,0,0,0,0,0,1,0,1,4,1,0
252903,2876,Ap1s3,"adaptor-related protein complex AP-1, sigma 3",103,85,101,72,45,36,194,218,150,116,127,102
69368,4714,Wdfy1,WD repeat and FYVE domain containing 1,511,459,480,441,453,445,1039,1077,527,686,409,387
100038695,1791,Gm10555,predicted gene 10555,0,0,0,0,0,0,0,0,0,0,1,0
